rdnm,store_code, mon_sales , mon_sales_count ,weekdays_sales_rate,weekend_sales_rate,weekdays_sales_coount,weekend_sales_count,breakfast(06~11),lunch(11~17),dinner(17~06),men_sales_rate,women_sales_rate
왕십리로31길,커피점/카페," \24,724,138 ",5431,88,12,4784,647,50,42,8,49,51
왕십리로31길,유흥주점," \87,505,154 ",2708,73,27,1939,769,0,9,91,56,44
왕십리로6길,한식," \3,827,233,750 ",195166,86,14,163483,31683,3,57,41,60,40
왕십리로6길,중식," \206,129,027 ",10205,76,24,7061,3144,1,65,35,72,28
왕십리로6길,일식/수산물," \81,417,742 ",6446,89,11,5756,690,0,78,23,52,48
왕십리로6길,양식," \170,864,215 ",7337,63,37,4666,2671,0,55,45,47,53
왕십리로6길,분식," \1,305,280,579 ",48529,65,35,31429,17100,6,45,49,51,49
왕십리로6길,패스트푸드점," \176,778,181 ",4625,67,34,3074,1551,0,45,55,50,50
왕십리로6길,제과제빵떡케익," \521,108,202 ",60119,70,30,42283,17836,21,40,40,40,60
왕십리로6길,커피점/카페," \388,670,185 ",75952,76,24,57827,18125,22,55,23,48,52
왕십리로6길,유흥주점," \521,895,402 ",14089,80,20,10215,3874,0,6,95,76,24
용답29길,한식," \1,444,543,241 ",50612,82,19,39567,11045,2,48,50,60,40
용답29길,중식," \187,332,063 ",5891,67,33,3989,1902,1,39,61,66,34
용답29길,일식/수산물," \425,814,714 ",11639,82,18,9801,1838,0,46,55,67,33
용답29길,분식," \101,370,796 ",13761,80,20,10513,3248,13,48,40,50,50
용답29길,패스트푸드점," \317,188,539 ",40499,67,33,27250,13249,6,33,60,56,44
용답29길,닭/오리요리," \61,107,845 ",2227,68,33,1498,729,0,0,100,66,34
용답29길,제과제빵떡케익," \605,739,283 ",83995,71,29,59563,24432,12,38,50,43,57
용답29길,커피점/카페," \113,967,900 ",25551,71,29,17825,7726,30,48,21,50,50
용답29길,유흥주점," \275,623,220 ",8048,71,29,5930,2118,0,0,100,66,34
용답중앙길,한식," \27,452,697 ",1357,100,0,1357,0,0,57,43,62,38
용답중앙길,중식," \6,747,795 ",313,79,21,255,58,0,53,47,80,20
용답중앙길,분식," \3,892,386 ",256,89,11,229,27,0,79,20,65,35
용답중앙길,닭/오리요리," \55,207,198 ",2410,60,40,1454,956,0,17,83,61,39
용답중앙길,커피점/카페," \14,192,925 ",442,74,26,332,110,0,17,83,79,21
장터길,한식," \1,361,498,873 ",39560,71,29,27737,11823,1,27,73,58,42
장터길,중식," \85,929,867 ",4654,66,34,3073,1581,0,59,42,63,38
장터길,양식," \8,861,583 ",54,88,12,46,8,0,0,101,100,0
장터길,분식," \295,760,823 ",21201,66,34,14597,6604,0,37,63,42,58
장터길,패스트푸드점," \153,588,288 ",16003,68,32,10596,5407,1,30,70,56,44
장터길,닭/오리요리," \128,269,322 ",5727,62,38,3755,1972,0,7,94,58,42
장터길,제과제빵떡케익," \140,726,481 ",20804,79,21,16433,4371,11,44,45,38,62
장터길,커피점/카페," \114,848,384 ",21714,71,29,15313,6401,13,54,33,43,57
장터길,유흥주점," \423,503,997 ",11372,68,32,7612,3760,0,0,99,63,37
청계천로10나길,한식," \1,197,474,366 ",35292,89,11,32138,3154,5,65,30,70,30
청계천로10나길,중식," \119,279,152 ",3708,73,27,2685,1023,1,68,32,65,35
청계천로10나길,제과제빵떡케익," \142,093,173 ",17859,79,21,14190,3669,32,37,31,48,52
청계천로10나길,커피점/카페," \46,377,212 ",7439,85,15,6396,1043,25,61,15,55,45
청계천로10나길,유흥주점," \151,374,723 ",4110,81,19,3409,701,0,13,87,73,27
한림말3길,한식," \881,656,237 ",19579,72,28,13352,6227,0,38,63,56,44
한림말3길,중식," \27,103,891 ",714,88,12,627,87,0,55,45,57,43
한림말3길,일식/수산물," \22,252,982 ",534,69,31,389,145,0,0,100,67,33
한림말3길,분식," \215,486,777 ",18133,69,31,12024,6109,9,44,46,35,65
한림말3길,패스트푸드점," \168,774,384 ",3260,60,40,1975,1285,0,41,59,41,59
한림말3길,닭/오리요리," \190,328,322 ",6524,69,31,4535,1989,0,2,98,63,37
한림말3길,제과제빵떡케익," \64,063,386 ",6942,81,19,5620,1322,14,56,31,35,65
한림말3길,커피점/카페," \179,234,761 ",22946,69,31,15665,7281,9,46,45,48,52
한림말3길,유흥주점," \189,912,083 ",4595,66,34,3028,1567,0,0,99,66,34
한림말길,한식," \355,328,448 ",6776,79,21,5012,1764,0,80,20,67,33
한림말길,일식/수산물," \90,149,669 ",1710,84,16,1437,273,0,55,46,47,53
한림말길,패스트푸드점," \4,471,506 ",457,89,11,405,52,12,81,8,34,66
한림말길,제과제빵떡케익," \5,319,925 ",299,77,23,248,51,6,52,42,38,62
한림말길,커피점/카페," \48,047,759 ",7589,68,32,5148,2441,17,50,34,45,55
광나루로12길,한식," \813,579,002 ",37767,83,17,31992,5775,3,46,52,67,33
광나루로12길,중식," \60,215,871 ",1053,75,25,789,264,0,6,94,67,33
광나루로12길,일식/수산물," \49,363,754 ",1845,76,25,1386,459,0,48,53,62,38
광나루로12길,양식," \26,469,833 ",706,79,21,557,149,0,0,101,69,31
광나루로12길,분식," \40,783,837 ",2067,66,34,1365,702,0,26,74,43,57
광나루로12길,닭/오리요리," \187,961,279 ",6102,67,33,4085,2017,1,0,99,68,33
광나루로12길,커피점/카페," \86,472,856 ",14487,64,36,9186,5301,2,54,44,46,54
광나루로12길,유흥주점," \284,532,807 ",7691,71,29,5458,2233,0,3,97,69,31
광나루로24길,한식," \1,813,123,684 ",153783,89,11,133715,20068,4,60,37,61,39
광나루로24길,중식," \197,645,610 ",10276,88,13,9018,1258,2,63,36,67,33
광나루로24길,일식/수산물," \160,834,519 ",14619,90,10,13171,1448,4,62,34,50,50
광나루로24길,양식," \355,780,258 ",40445,91,9,36312,4133,3,69,28,49,51
광나루로24길,분식," \300,546,640 ",36064,84,16,29973,6091,5,64,32,44,56
광나루로24길,패스트푸드점," \1,148,161,297 ",77502,86,15,63402,14100,7,54,39,50,50
광나루로24길,닭/오리요리," \102,829,432 ",3473,78,22,2696,777,0,0,101,71,30
광나루로24길,커피점/카페," \589,674,517 ",162510,85,15,136676,25834,15,64,22,51,49
광나루로24길,유흥주점," \131,940,816 ",4705,87,13,4232,473,0,31,70,62,38
광나루로36길,한식," \611,218,612 ",13036,65,35,8962,4074,1,40,60,60,40
광나루로36길,중식," \6,123,173 ",512,80,20,410,102,0,84,16,85,15
광나루로36길,일식/수산물," \43,171,219 ",994,97,3,966,28,0,37,63,67,33
광나루로36길,분식," \245,602,813 ",13020,71,29,8855,4165,3,47,50,54,46
광나루로36길,패스트푸드점," \31,520,708 ",1371,69,31,947,424,0,19,81,61,40
광나루로36길,닭/오리요리," \67,219,664 ",6201,79,21,4700,1501,0,30,70,44,56
광나루로36길,제과제빵떡케익," \7,516,082 ",1230,83,18,1014,216,19,37,44,41,59
광나루로36길,커피점/카페," \109,837,897 ",17061,70,30,11630,5431,11,58,31,42,58
광나루로37길,한식," \141,694,698 ",4042,64,36,2588,1454,0,32,68,62,38
광나루로37길,닭/오리요리," \18,606,206 ",628,53,47,339,289,0,6,95,51,49
광나루로37길,커피점/카페," \13,194,878 ",2012,65,36,1369,643,5,70,25,56,44
광나루로40길,한식," \338,990,865 ",16867,75,25,12868,3999,6,53,41,68,33
광나루로40길,중식," \67,836,131 ",2398,67,33,1616,782,0,42,59,67,33
광나루로40길,분식," \6,352,339 ",497,41,60,199,298,53,40,7,33,67
광나루로40길,패스트푸드점," \111,763,221 ",3510,55,45,1866,1644,0,33,67,51,49
광나루로40길,닭/오리요리," \97,267,375 ",4627,64,37,2947,1680,0,16,84,55,45
광나루로40길,커피점/카페," \96,546,075 ",23047,66,34,15103,7944,17,52,32,46,54
광나루로40길,유흥주점," \163,778,944 ",6112,72,28,4561,1551,8,11,81,72,29
광나루로52길,한식," \1,365,789,802 ",41490,73,27,29137,12353,4,47,49,65,36
광나루로52길,양식," \34,138,156 ",1359,55,45,742,617,0,55,45,51,49
광나루로52길,분식," \29,306,115 ",2113,79,21,1663,450,0,54,46,58,42
광나루로52길,패스트푸드점," \13,914,925 ",569,68,32,402,167,0,12,88,64,36
광나루로52길,닭/오리요리," \9,256,486 ",482,67,33,273,209,0,28,72,81,19
광나루로52길,커피점/카페," \10,287,027 ",807,88,12,694,113,5,68,28,34,66
광나루로52길,유흥주점," \200,544,245 ",3438,80,20,2404,1034,0,0,101,66,34
긴고랑로20길,한식," \421,786,886 ",10286,76,25,7342,2944,2,30,68,78,22
긴고랑로20길,일식/수산물," \107,522,289 ",1933,63,37,1202,731,0,0,100,69,31
긴고랑로20길,분식," \10,203,904 ",770,100,0,770,0,0,96,4,66,34
긴고랑로20길,패스트푸드점," \38,182,121 ",1549,56,44,868,681,0,27,73,45,55
긴고랑로20길,닭/오리요리," \214,022,737 ",8566,61,39,5330,3236,0,7,92,55,45
긴고랑로20길,제과제빵떡케익," \6,063,959 ",423,84,16,359,64,13,49,38,40,60
긴고랑로20길,커피점/카페," \60,905,084 ",9337,67,33,6201,3136,9,51,41,49,51
긴고랑로20길,유흥주점," \166,725,435 ",4609,73,27,3158,1451,0,4,96,72,28
긴고랑로7길,한식," \935,493,816 ",41248,74,26,30115,11133,4,44,51,61,39
긴고랑로7길,중식," \4,967,741 ",476,65,35,311,165,0,74,26,65,35
긴고랑로7길,분식," \65,290,606 ",6827,80,21,4905,1922,2,29,70,65,35
긴고랑로7길,닭/오리요리," \117,470,920 ",9921,67,33,6671,3250,0,14,88,57,43
긴고랑로7길,제과제빵떡케익," \22,065,521 ",3098,69,31,2123,975,11,34,55,43,57
긴고랑로7길,커피점/카페," \55,659,731 ",9577,86,14,7453,2124,16,72,12,47,53
긴고랑로7길,유흥주점," \38,672,166 ",1344,72,28,905,439,0,0,101,72,28
긴고랑로8길,한식," \337,420,156 ",9851,86,15,7590,2261,1,55,45,71,29
긴고랑로8길,닭/오리요리," \28,202,599 ",1009,58,42,584,425,0,2,99,62,38
긴고랑로8길,유흥주점," \29,004,612 ",592,57,43,350,242,18,9,73,97,3
긴고랑로9길,한식," \559,447,093 ",17632,69,31,11341,6291,3,31,67,60,40
긴고랑로9길,중식," \304,738,442 ",15034,60,40,8792,6242,1,56,43,57,43
긴고랑로9길,분식," \178,575,741 ",13268,77,23,8768,4500,2,28,70,50,50
긴고랑로9길,패스트푸드점," \153,756,694 ",17152,66,35,11224,5928,4,46,51,52,48
긴고랑로9길,닭/오리요리," \51,432,706 ",2393,60,40,1420,973,0,13,87,54,46
긴고랑로9길,제과제빵떡케익," \19,804,660 ",2127,66,34,1404,723,12,39,49,41,59
긴고랑로9길,커피점/카페," \126,189,015 ",21220,65,35,13657,7563,8,59,34,48,52
긴고랑로9길,유흥주점," \421,063,145 ",12005,76,24,8263,3742,0,25,75,68,32
능동로13길,한식," \1,449,080,120 ",64546,70,30,46919,17627,4,31,65,63,37
능동로13길,중식," \53,100,131 ",4542,87,13,3938,604,0,59,41,77,23
능동로13길,양식," \207,471,298 ",14395,70,30,10392,4003,0,45,56,52,48
능동로13길,분식," \359,797,830 ",46157,70,31,32751,13406,4,28,70,48,52
능동로13길,닭/오리요리," \80,487,081 ",8909,65,35,6118,2791,0,13,87,61,39
능동로13길,제과제빵떡케익," \363,065,464 ",54149,68,32,38676,15473,9,35,57,46,55
능동로13길,커피점/카페," \136,430,114 ",29011,67,33,19884,9127,5,46,49,48,52
능동로13길,유흥주점," \259,236,349 ",7905,65,35,5061,2844,0,2,98,56,44
능동로19길,한식," \810,207,457 ",21786,68,32,15217,6569,0,13,87,64,36
능동로19길,양식," \4,493,083 ",112,67,33,76,36,0,14,87,67,33
능동로19길,분식," \207,357,646 ",24145,69,31,16718,7427,7,46,48,54,46
능동로19길,패스트푸드점," \37,967,083 ",3779,68,32,2545,1234,25,32,43,56,44
능동로19길,제과제빵떡케익," \146,815,222 ",20856,71,30,14738,6118,18,36,46,36,64
능동로19길,커피점/카페," \233,460,772 ",34089,65,35,22839,11250,1,47,53,51,49
능동로19길,유흥주점," \676,936,854 ",14501,76,24,10701,3800,3,26,71,69,31
능동로34길,한식," \544,669,641 ",13369,70,30,9374,3995,2,28,71,63,37
능동로34길,분식," \17,101,295 ",2700,73,27,2384,316,0,18,83,26,74
능동로34길,패스트푸드점," \92,790,719 ",3564,56,44,2017,1547,0,17,83,53,47
능동로34길,닭/오리요리," \22,054,379 ",666,67,33,432,234,0,0,100,70,30
능동로34길,제과제빵떡케익," \27,191,063 ",2982,87,13,2605,377,17,34,49,39,62
능동로34길,커피점/카페," \40,365,070 ",5913,68,32,4028,1885,6,51,43,36,64
능동로34길,유흥주점," \122,091,655 ",3331,70,30,2400,931,0,0,100,55,45
능동로3길,한식," \759,417,322 ",19719,72,28,13046,6673,4,32,65,69,31
능동로3길,중식," \37,735,568 ",1689,62,38,992,697,2,63,34,68,32
능동로3길,분식," \3,901,416 ",528,88,12,466,62,12,65,24,47,53
능동로3길,닭/오리요리," \61,825,861 ",2788,56,44,1570,1218,0,15,84,57,43
능동로3길,커피점/카페," \8,305,688 ",133,84,17,100,33,0,49,51,100,0
능동로3길,유흥주점," \109,920,931 ",3343,78,22,2423,920,0,1,99,69,31
능동로4길,한식," \206,549,983 ",7168,80,20,5796,1372,1,57,43,63,37
능동로4길,양식," \26,743,883 ",560,63,37,351,209,0,37,64,47,53
능동로4길,닭/오리요리," \179,105,378 ",7514,55,45,4196,3318,0,37,63,37,63
능동로4길,제과제빵떡케익," \59,845,927 ",6317,61,39,3807,2510,16,48,37,37,63
능동로4길,커피점/카페," \30,564,978 ",4259,64,36,2747,1512,12,44,44,50,50
동일로18길,한식," \869,726,415 ",31424,72,28,23036,8388,2,40,58,68,32
동일로18길,중식," \4,081,148,979 ",104917,63,37,65720,39197,3,17,80,55,45
동일로18길,닭/오리요리," \21,492,172 ",2527,69,31,1764,763,0,9,91,54,46
동일로18길,제과제빵떡케익," \19,994,111 ",2870,75,25,2146,724,11,40,50,42,58
동일로18길,커피점/카페," \60,632,738 ",7146,66,34,4898,2248,5,48,49,55,45
동일로18길,유흥주점," \486,935,661 ",7101,71,29,4310,2791,0,3,97,77,23
동일로24길,한식," \222,890,019 ",4443,73,27,3051,1392,0,14,86,70,30
동일로24길,분식," \103,049,916 ",5364,82,18,4330,1034,2,55,43,43,57
동일로24길,닭/오리요리," \16,489,493 ",836,59,41,489,347,0,30,70,41,59
동일로24길,커피점/카페," \34,538,785 ",5648,70,31,3919,1729,5,53,41,65,35
동일로24길,유흥주점," \95,300,693 ",3001,63,37,1873,1128,1,0,100,62,38
뚝섬로23길,한식," \462,187,527 ",12069,66,35,7967,4102,0,17,83,64,36
뚝섬로23길,중식," \243,977,459 ",7836,59,41,4668,3168,0,38,62,52,48
뚝섬로23길,분식," \45,552,285 ",5219,65,35,3387,1832,12,36,53,70,30
뚝섬로23길,패스트푸드점," \13,753,524 ",797,66,34,515,282,0,18,82,53,47
뚝섬로23길,닭/오리요리," \98,845,171 ",1639,60,40,990,649,0,0,100,66,34
뚝섬로23길,커피점/카페," \18,290,961 ",2827,61,39,1744,1083,3,65,32,47,53
뚝섬로23길,유흥주점," \189,278,786 ",5749,64,36,3342,2407,0,3,96,71,29
뚝섬로24길,한식," \217,409,489 ",4242,67,33,2789,1453,3,40,59,65,35
뚝섬로24길,분식," \27,562,707 ",3514,62,38,2175,1339,14,66,19,53,47
뚝섬로24길,패스트푸드점," \30,553,190 ",2359,57,43,1359,1000,0,30,69,55,45
뚝섬로24길,닭/오리요리," \22,751,874 ",652,70,30,451,201,0,0,100,82,18
뚝섬로24길,유흥주점," \49,804,902 ",1520,66,34,988,532,0,0,100,89,12
뚝섬로48길,한식," \707,097,968 ",20528,71,29,14034,6494,1,24,77,65,35
뚝섬로48길,패스트푸드점," \170,250,684 ",6448,54,46,3548,2900,1,32,68,51,49
뚝섬로48길,닭/오리요리," \25,166,954 ",1064,53,48,570,494,0,34,66,58,42
뚝섬로48길,커피점/카페," \180,177,395 ",27986,61,39,17577,10409,3,57,40,46,54
뚝섬로48길,유흥주점," \647,955,418 ",18093,66,34,11945,6148,0,1,100,66,34
뚝섬로54길,한식," \137,370,414 ",3438,83,17,3027,411,1,65,34,64,36
뚝섬로54길,중식," \5,929,577 ",268,49,51,130,138,0,67,33,62,38
뚝섬로54길,닭/오리요리," \40,374,400 ",986,59,41,595,391,0,0,99,56,44
뚝섬로54길,제과제빵떡케익," \85,507,824 ",11560,83,17,9597,1963,16,50,34,35,65
뚝섬로54길,커피점/카페," \42,180,527 ",7593,63,37,4779,2814,13,57,30,42,58
뚝섬로54길,유흥주점," \121,217,846 ",2923,72,28,1906,1017,0,0,101,65,35
뚝섬로58길,한식," \444,808,783 ",15714,75,25,11450,4264,2,30,68,56,44
뚝섬로58길,중식," \170,571,339 ",8991,65,35,5816,3175,1,67,31,63,37
뚝섬로58길,일식/수산물," \138,530,039 ",2450,80,21,1950,500,0,62,39,59,41
뚝섬로58길,분식," \293,791,483 ",22458,71,29,17444,5014,17,49,33,44,56
뚝섬로58길,패스트푸드점," \16,940,897 ",2690,85,15,2298,392,3,53,44,46,54
뚝섬로58길,닭/오리요리," \118,933,747 ",6533,64,36,4220,2313,0,19,80,43,57
뚝섬로58길,커피점/카페," \64,006,615 ",14962,70,30,10647,4315,13,57,31,47,53
뚝섬로58길,유흥주점," \176,281,512 ",5239,67,33,3603,1636,0,0,100,76,24
뚝섬로64길,한식," \160,371,093 ",5650,81,19,4643,1007,2,63,36,60,40
뚝섬로64길,일식/수산물," \99,679,075 ",1709,78,22,1338,371,0,0,100,62,38
뚝섬로64길,양식," \28,932,194 ",2419,85,15,2064,355,0,76,25,53,47
뚝섬로64길,분식," \5,841,152 ",277,65,35,176,101,0,0,100,43,57
뚝섬로64길,제과제빵떡케익," \8,178,548 ",1392,89,12,1226,166,34,42,25,34,66
면목로17길,한식," \658,224,614 ",20690,75,25,13977,6713,2,45,52,62,38
면목로17길,분식," \16,743,916 ",1923,68,32,1353,570,6,29,66,66,34
면목로17길,커피점/카페," \32,688,182 ",3282,69,31,1962,1320,11,46,43,80,20
면목로17길,유흥주점," \170,097,339 ",4993,77,23,3331,1662,0,4,96,79,21
아차산로40길,한식," \407,057,265 ",16941,81,19,13015,3926,1,56,41,61,39
아차산로40길,패스트푸드점," \340,436,549 ",9878,60,40,5958,3920,0,38,62,54,46
아차산로40길,닭/오리요리," \113,757,157 ",4912,70,31,2868,2044,0,6,94,74,26
아차산로40길,유흥주점," \129,431,316 ",2559,75,25,1935,624,0,0,100,59,41
아차산로51길,한식," \1,704,332,466 ",49595,74,26,36494,13101,2,33,65,63,37
아차산로51길,일식/수산물," \108,436,887 ",1111,86,14,961,150,0,0,100,77,23
아차산로51길,분식," \55,496,795 ",1722,61,39,1055,667,0,0,101,61,39
아차산로51길,닭/오리요리," \36,891,929 ",1939,66,34,1289,650,0,5,96,69,31
아차산로51길,유흥주점," \491,866,998 ",15779,65,35,9960,5819,1,9,91,62,38
아차산로55길,한식," \1,494,059,325 ",42176,74,26,32238,9938,1,43,57,64,36
아차산로55길,중식," \95,959,933 ",4384,57,43,2467,1917,1,55,44,59,41
아차산로55길,일식/수산물," \64,864,396 ",1672,71,29,1202,470,0,28,73,61,39
아차산로55길,양식," \2,017,755 ",102,100,0,102,0,0,71,29,51,49
아차산로55길,분식," \13,242,915 ",2153,89,11,1921,232,0,18,81,36,64
아차산로55길,닭/오리요리," \226,828,304 ",9781,68,32,6545,3236,0,3,97,65,35
아차산로55길,커피점/카페," \63,640,000 ",6700,68,32,4558,2142,6,59,34,56,44
아차산로55길,유흥주점," \416,491,200 ",14494,67,33,9543,4951,0,0,101,65,35
아차산로65길,한식," \1,243,943,443 ",48041,77,23,32406,15635,5,45,50,71,29
아차산로65길,양식," \316,567,986 ",8531,57,43,4687,3844,0,42,58,43,57
아차산로65길,분식," \52,897,236 ",2652,78,22,2065,587,43,35,22,46,54
아차산로65길,패스트푸드점," \449,240,812 ",16479,53,47,9189,7290,0,45,55,57,43
아차산로65길,닭/오리요리," \104,839,636 ",5308,66,34,3515,1793,0,9,91,57,44
아차산로65길,유흥주점," \32,034,122 ",138,57,43,82,56,3,3,94,97,3
아차산로78길,한식," \1,636,708,234 ",36585,76,24,27618,8967,2,44,54,65,35
아차산로78길,일식/수산물," \378,446,580 ",5805,82,18,4369,1436,0,57,43,72,28
아차산로78길,분식," \154,899,979 ",15900,83,17,13214,2686,5,59,36,50,50
아차산로78길,닭/오리요리," \37,073,007 ",1535,66,34,1021,514,0,14,86,52,48
아차산로78길,커피점/카페," \129,233,976 ",17170,73,27,11585,5585,8,64,28,51,49
아차산로78길,유흥주점," \325,433,919 ",5924,84,16,4540,1384,0,0,99,82,18
용마산로21길,한식," \1,110,465,579 ",29440,71,29,20144,9296,1,39,60,57,43
용마산로21길,중식," \177,544,384 ",9832,63,37,6193,3639,2,61,38,63,37
용마산로21길,일식/수산물," \182,770,909 ",5932,79,21,4697,1235,0,41,60,51,49
용마산로21길,분식," \212,243,964 ",15722,76,24,10876,4846,0,48,52,34,66
용마산로21길,닭/오리요리," \26,592,714 ",1471,65,35,947,524,0,5,95,64,36
용마산로21길,커피점/카페," \125,377,948 ",21049,66,34,13919,7130,15,49,37,41,59
용마산로21길,유흥주점," \10,166,081 ",292,77,23,195,97,0,3,97,62,39
용마산로3길,한식," \158,459,043 ",6847,77,23,5794,1053,1,64,34,57,43
용마산로3길,분식," \39,815,570 ",5197,78,22,4057,1140,3,36,63,40,60
용마산로3길,패스트푸드점," \62,593,410 ",4867,66,34,3232,1635,0,28,72,53,47
용마산로3길,커피점/카페," \15,057,830 ",2605,97,3,2469,136,12,78,10,44,56
자양로11길,한식," \668,092,249 ",24921,76,24,19569,5352,1,44,55,64,36
자양로11길,중식," \80,744,379 ",3454,70,31,2401,1053,1,68,32,70,31
자양로11길,분식," \39,394,673 ",3486,87,13,3043,443,6,63,31,59,42
자양로11길,커피점/카페," \138,493,201 ",18696,68,32,12622,6074,10,52,38,46,54
자양로11길,유흥주점," \1,210,888 ",27,100,0,27,0,0,0,101,59,41
자양로15길,한식," \484,059,057 ",23962,75,25,18004,5958,5,23,73,60,40
자양로15길,중식," \53,584,396 ",2892,75,25,2133,759,0,66,34,62,38
자양로15길,분식," \342,997,180 ",73900,76,24,59828,14072,2,37,62,40,60
자양로26길,한식," \653,943,453 ",35639,72,28,25632,10007,2,39,58,67,34
자양로26길,분식," \315,661,337 ",27957,75,25,19156,8801,2,51,46,46,54
자양로26길,패스트푸드점," \118,330,222 ",10494,75,25,8034,2460,0,42,58,51,49
자양로26길,닭/오리요리," \8,325,471 ",984,66,34,661,323,0,7,94,61,39
자양로26길,제과제빵떡케익," \31,214,508 ",2652,78,22,2068,584,0,63,37,29,71
자양로26길,커피점/카페," \29,968,331 ",3816,83,18,2878,938,4,66,30,36,64
자양로26길,유흥주점," \28,268,689 ",862,83,17,667,195,0,7,92,63,37
자양로45길,한식," \761,515,246 ",29204,70,31,19438,9766,2,37,62,55,46
자양로45길,일식/수산물," \98,032,219 ",3821,62,38,2397,1424,0,41,59,48,52
자양로45길,양식," \328,011,962 ",38482,69,31,26674,11808,0,53,47,44,56
자양로45길,분식," \43,827,675 ",5998,61,39,4154,1844,10,40,50,56,44
자양로45길,패스트푸드점," \1,760,358,812 ",162283,70,30,113440,48843,0,46,54,51,49
자양로45길,닭/오리요리," \25,032,910 ",2667,51,49,1372,1295,0,22,78,50,50
자양로45길,제과제빵떡케익," \145,270,549 ",19480,68,33,13167,6313,16,51,33,36,65
자양로45길,커피점/카페," \280,072,990 ",56282,67,34,36038,20244,7,59,34,44,56
자양로45길,유흥주점," \1,165,347,335 ",26315,65,35,16571,9744,0,1,99,66,34
자양로50길,한식," \235,014,934 ",7626,56,44,4323,3303,0,37,63,54,46
자양로50길,중식," \32,512,671 ",2507,58,42,1457,1050,0,53,47,65,35
자양로50길,분식," \41,004,911 ",4789,68,32,3257,1532,22,52,26,57,44
자양로50길,패스트푸드점," \61,317,077 ",5149,61,39,3130,2019,1,23,75,57,43
자양로50길,닭/오리요리," \91,391,939 ",4101,67,33,2692,1409,0,3,97,54,46
자양로50길,제과제빵떡케익," \305,505,532 ",30602,70,30,21429,9173,13,35,53,38,62
자양로50길,커피점/카페," \13,929,158 ",1655,58,42,960,695,11,63,25,53,47
자양로50길,유흥주점," \143,680,823 ",5358,75,25,3592,1766,0,0,100,37,63
자양로53길,한식," \625,048,684 ",22896,72,29,15700,7196,1,46,54,62,38
자양로53길,중식," \17,741,525 ",1009,59,41,590,419,0,52,47,67,33
자양로53길,제과제빵떡케익," \12,090,475 ",1427,63,37,911,516,5,33,62,55,45
자양로53길,커피점/카페," \33,987,520 ",5002,65,35,3256,1746,3,66,31,44,56
자양로53길,유흥주점," \175,072,371 ",3368,65,36,2053,1315,0,1,99,74,26
자양번영로3길,한식," \411,908,787 ",11089,82,18,8392,2697,3,54,43,61,39
자양번영로3길,중식," \44,547,867 ",1943,54,46,1045,898,0,62,38,59,41
자양번영로3길,일식/수산물," \84,736,570 ",1528,83,18,1206,322,0,32,68,64,36
자양번영로3길,분식," \5,445,751 ",703,93,7,633,70,0,79,21,8,92
자양번영로3길,닭/오리요리," \275,505,971 ",12057,58,42,6966,5091,0,20,81,47,53
자양번영로3길,커피점/카페," \9,061,114 ",940,65,36,607,333,3,47,50,40,60
자양번영로3길,유흥주점," \106,162,521 ",3540,59,42,2079,1461,0,0,101,74,26
천호대로109길,한식," \1,516,104,232 ",54597,74,26,40573,14024,1,46,54,58,42
천호대로109길,중식," \96,383,994 ",6543,65,35,4452,2091,2,69,29,67,33
천호대로109길,일식/수산물," \274,162,681 ",11365,83,18,9379,1986,2,54,44,50,50
천호대로109길,분식," \91,883,065 ",10871,89,12,9512,1359,16,52,32,48,52
천호대로109길,제과제빵떡케익," \285,655,156 ",37519,74,26,27797,9722,22,32,46,37,63
천호대로109길,커피점/카페," \203,653,087 ",32089,77,23,23370,8719,15,59,27,40,60
천호대로109길,유흥주점," \457,407,983 ",18934,74,26,14145,4789,0,7,94,63,37
천호대로123길,한식," \1,019,534,111 ",23829,69,31,17639,6190,1,43,56,54,46
천호대로123길,분식," \48,211,425 ",4170,75,25,3122,1048,8,58,35,57,43
천호대로123길,패스트푸드점," \139,236,026 ",6127,55,45,3392,2735,0,32,68,55,45
천호대로123길,제과제빵떡케익," \347,385,203 ",35585,75,25,24893,10692,13,46,41,33,68
천호대로123길,유흥주점," \30,789,225 ",599,89,11,528,71,0,0,100,63,37
천호대로129길,한식," \1,713,874,048 ",73068,68,32,48368,24700,2,34,65,57,43
천호대로129길,중식," \78,829,917 ",3621,64,36,2339,1282,1,50,49,56,44
천호대로129길,분식," \607,369,352 ",73542,59,41,45645,27897,8,40,53,43,57
천호대로129길,패스트푸드점," \44,467,036 ",2620,67,33,1735,885,0,48,52,36,65
천호대로129길,닭/오리요리," \411,951,354 ",20842,62,38,13271,7571,0,7,92,62,38
천호대로129길,제과제빵떡케익," \301,511,520 ",36884,70,30,25839,11045,18,30,52,52,48
천호대로129길,커피점/카페," \126,350,635 ",24899,60,40,15106,9793,8,53,39,43,57
천호대로129길,유흥주점," \154,830,769 ",4546,62,38,3112,1434,0,1,99,63,37
경희대로3길,한식," \1,593,787,125 ",36737,76,24,28154,8583,1,40,60,54,46
경희대로3길,일식/수산물," \217,230,064 ",7986,82,18,6611,1375,0,55,45,53,47
경희대로3길,양식," \123,242,625 ",3264,75,25,2158,1106,0,16,84,68,32
경희대로3길,분식," \132,865,354 ",8956,76,24,6790,2166,1,55,44,51,49
경희대로3길,패스트푸드점," \37,291,132 ",746,91,9,678,68,0,51,49,43,58
