rdnm,store_code, mon_sales , mon_sales_count ,weekdays_sales_rate,weekend_sales_rate,weekdays_sales_coount,weekend_sales_count,breakfast(06~11),lunch(11~17),dinner(17~06),men_sales_rate,women_sales_rate
아차산로65길,한식,1243943443,48041,23,77,32406,15635,5,45,50,71,29
아차산로65길,양식,316567986,8531,43,57,4687,3844,0,42,58,43,57
아차산로65길,분식,52897236,2652,22,78,2065,587,43,35,22,46,54
아차산로65길,패스트푸드점,449240812,16479,47,53,9189,7290,0,45,55,57,43
아차산로65길,닭/오리요리,104839636,5308,34,66,3515,1793,0,9,91,57,44
아차산로65길,유흥주점,32034122,138,43,57,82,56,3,3,94,97,3
아차산로78길,한식,1636708234,36585,24,76,27618,8967,2,44,54,65,35
아차산로78길,일식/수산물,378446580,5805,4369,82,4369,1436,0,57,43,72,28
아차산로78길,분식,154899979,15900,17,83,13214,2686,5,59,36,50,50
아차산로78길,닭/오리요리,37073007,1535,34,66,1021,514,0,14,86,52,48
아차산로78길,커피점/카페,129233976,17170,27,73,11585,5585,8,64,28,51,49
아차산로78길,유흥주점,325433919,5924,16,84,4540,1384,1,0,99,82,18
용마산로21길,한식,1110465579,29440,29,71,20144,9296,1,39,60,57,43
용마산로21길,중식,177544384,9832,37,63,6193,3639,1,61,38,63,37
용마산로21길,일식/수산물,182770909,5932,4697,79,4697,1235,-1,41,60,51,49
용마산로21길,분식,212243964,15722,24,76,10876,4846,0,48,52,34,66
용마산로21길,닭/오리요리,26592714,1471,35,65,947,524,0,5,95,64,36
용마산로21길,커피점/카페,125377948,21049,34,66,13919,7130,14,49,37,41,59
용마산로21길,유흥주점,10166081,292,23,77,195,97,0,3,97,62,39
용마산로3길,한식,158459043,6847,23,77,5794,1053,2,64,34,57,43
용마산로3길,분식,39815570,5197,22,78,4057,1140,1,36,63,40,60
용마산로3길,패스트푸드점,62593410,4867,34,66,3232,1635,0,28,72,53,47
용마산로3길,커피점/카페,15057830,2605,3,97,2469,136,12,78,10,44,56
자양로11길,한식,668092249,24921,24,76,19569,5352,1,44,55,64,36
자양로11길,중식,80744379,3454,31,70,2401,1053,0,68,32,70,31
자양로11길,분식,39394673,3486,13,87,3043,443,6,63,31,59,42
자양로11길,커피점/카페,138493201,18696,32,68,12622,6074,10,52,38,46,54
자양로11길,유흥주점,1210888,27,0,100,27,0,-1,0,101,59,41
자양로15길,한식,484059057,23962,25,75,18004,5958,4,23,73,60,40
자양로15길,중식,53584396,2892,25,75,2133,759,0,66,34,62,38
자양로15길,분식,342997180,73900,24,76,59828,14072,1,37,62,40,60
자양로26길,한식,653943453,35639,28,72,25632,10007,3,39,58,67,34
자양로26길,분식,315661337,27957,25,75,19156,8801,3,51,46,46,54
자양로26길,패스트푸드점,118330222,10494,25,75,8034,2460,0,42,58,51,49
자양로26길,닭/오리요리,8325471,984,34,66,661,323,-1,7,94,61,39
자양로26길,제과제빵떡케익,31214508,2652,2068,78,2068,584,0,63,37,29,71
자양로26길,커피점/카페,29968331,3816,18,83,2878,938,4,66,30,36,64
자양로26길,유흥주점,28268689,862,17,83,667,195,1,7,92,63,37
자양로45길,한식,761515246,29204,31,70,19438,9766,1,37,62,55,46
자양로45길,일식/수산물,98032219,3821,2397,62,2397,1424,0,41,59,48,52
자양로45길,양식,328011962,38482,31,69,26674,11808,0,53,47,44,56
자양로45길,분식,43827675,5998,39,61,4154,1844,10,40,50,56,44
자양로45길,패스트푸드점,1760358812,162283,30,70,113440,48843,0,46,54,51,49
자양로45길,닭/오리요리,25032910,2667,49,51,1372,1295,0,22,78,50,50
자양로45길,제과제빵떡케익,145270549,19480,13167,68,13167,6313,16,51,33,36,65
자양로45길,커피점/카페,280072990,56282,34,67,36038,20244,7,59,34,44,56
자양로45길,유흥주점,1165347335,26315,35,65,16571,9744,0,1,99,66,34
자양로50길,한식,235014934,7626,44,56,4323,3303,0,37,63,54,46
자양로50길,중식,32512671,2507,42,58,1457,1050,0,53,47,65,35
자양로50길,분식,41004911,4789,32,68,3257,1532,22,52,26,57,44
자양로50길,패스트푸드점,61317077,5149,39,61,3130,2019,2,23,75,57,43
자양로50길,닭/오리요리,91391939,4101,33,67,2692,1409,0,3,97,54,46
자양로50길,제과제빵떡케익,305505532,30602,21429,70,21429,9173,12,35,53,38,62
자양로50길,커피점/카페,13929158,1655,42,58,960,695,12,63,25,53,47
자양로50길,유흥주점,143680823,5358,25,75,3592,1766,0,0,100,37,63
자양로53길,한식,625048684,22896,29,72,15700,7196,0,46,54,62,38
자양로53길,중식,17741525,1009,41,59,590,419,1,52,47,67,33
자양로53길,제과제빵떡케익,12090475,1427,911,63,911,516,5,33,62,55,45
자양로53길,커피점/카페,33987520,5002,35,65,3256,1746,3,66,31,44,56
자양로53길,유흥주점,175072371,3368,36,65,2053,1315,0,1,99,74,26
자양번영로3길,한식,411908787,11089,18,82,8392,2697,3,54,43,61,39
자양번영로3길,중식,44547867,1943,46,54,1045,898,0,62,38,59,41
자양번영로3길,일식/수산물,84736570,1528,1206,83,1206,322,0,32,68,64,36
자양번영로3길,분식,5445751,703,7,93,633,70,0,79,21,8,92
자양번영로3길,닭/오리요리,275505971,12057,42,58,6966,5091,-1,20,81,47,53
자양번영로3길,커피점/카페,9061114,940,36,65,607,333,3,47,50,40,60
자양번영로3길,유흥주점,106162521,3540,42,59,2079,1461,-1,0,101,74,26
천호대로109길,한식,1516104232,54597,26,74,40573,14024,0,46,54,58,42
천호대로109길,중식,96383994,6543,35,65,4452,2091,2,69,29,67,33
천호대로109길,일식/수산물,274162681,11365,9379,83,9379,1986,2,54,44,50,50
천호대로109길,분식,91883065,10871,12,89,9512,1359,16,52,32,48,52
천호대로109길,제과제빵떡케익,285655156,37519,27797,74,27797,9722,22,32,46,37,63
천호대로109길,커피점/카페,203653087,32089,23,77,23370,8719,14,59,27,40,60
천호대로109길,유흥주점,457407983,18934,26,74,14145,4789,-1,7,94,63,37
천호대로123길,한식,1019534111,23829,31,69,17639,6190,1,43,56,54,46
천호대로123길,분식,48211425,4170,25,75,3122,1048,7,58,35,57,43
천호대로123길,패스트푸드점,139236026,6127,45,55,3392,2735,0,32,68,55,45
천호대로123길,제과제빵떡케익,347385203,35585,24893,75,24893,10692,13,46,41,33,68
천호대로123길,유흥주점,30789225,599,11,89,528,71,0,0,100,63,37
천호대로129길,한식,1713874048,73068,32,68,48368,24700,1,34,65,57,43
천호대로129길,중식,78829917,3621,36,64,2339,1282,1,50,49,56,44
천호대로129길,분식,607369352,73542,41,59,45645,27897,7,40,53,43,57
천호대로129길,패스트푸드점,44467036,2620,33,67,1735,885,0,48,52,36,65
천호대로129길,닭/오리요리,411951354,20842,38,62,13271,7571,1,7,92,62,38
천호대로129길,제과제빵떡케익,301511520,36884,25839,70,25839,11045,18,30,52,52,48
천호대로129길,커피점/카페,126350635,24899,40,60,15106,9793,8,53,39,43,57
천호대로129길,유흥주점,154830769,4546,38,62,3112,1434,0,1,99,63,37
경희대로3길,한식,1593787125,36737,24,76,28154,8583,0,40,60,54,46
경희대로3길,일식/수산물,217230064,7986,6611,82,6611,1375,0,55,45,53,47
경희대로3길,양식,123242625,3264,25,75,2158,1106,0,16,84,68,32
경희대로3길,분식,132865354,8956,24,76,6790,2166,1,55,44,51,49
경희대로3길,패스트푸드점,37291132,746,9,91,678,68,0,51,49,43,58
경희대로3길,닭/오리요리,343932998,12138,27,73,8979,3159,1,2,97,57,43
경희대로3길,커피점/카페,42650017,3110,47,53,1677,1433,-1,26,75,43,57
경희대로3길,유흥주점,321511980,8494,34,66,5592,2902,0,0,100,49,51
경희대로4길,한식,1485243005,71372,20,80,55492,15880,1,46,53,55,45
경희대로4길,중식,80714701,5314,30,70,3534,1780,0,49,51,72,28
경희대로4길,일식/수산물,22534295,330,295,88,295,35,0,43,57,65,35
경희대로4길,양식,300343738,3832,17,83,3284,548,0,56,44,48,52
경희대로4길,분식,714326358,98047,19,81,85637,12410,2,50,48,52,48
경희대로4길,제과제빵떡케익,15000000,1288,1061,83,1061,227,-1,16,85,35,65
경희대로4길,커피점/카페,553909090,119801,25,75,95440,24361,14,53,33,41,59
경희대로4길,유흥주점,800464314,21710,32,68,15176,6534,0,0,100,59,41
난계로30길,한식,372014210,11417,9,91,10437,980,3,86,11,71,29
난계로30길,일식/수산물,36832465,2007,1766,88,1766,241,0,62,38,61,39
난계로30길,커피점/카페,47021752,4897,0,100,4897,0,51,48,1,60,40
답십리로23길,한식,67568230,1733,32,68,1217,516,-1,18,83,70,31
답십리로23길,중식,34093885,1692,45,55,936,756,1,59,40,61,39
답십리로23길,분식,75337592,6773,29,71,4828,1945,10,51,39,49,51
답십리로23길,닭/오리요리,19076502,526,35,66,337,189,0,0,100,67,33
답십리로23길,제과제빵떡케익,25504261,2231,1787,80,1787,444,20,49,31,39,61
답십리로56길,한식,687199311,22952,14,86,17650,5302,2,71,27,70,30
답십리로56길,제과제빵떡케익,23077240,2553,1829,72,1829,724,14,41,45,41,59
답십리로56길,커피점/카페,5051935,860,20,80,686,174,1,84,15,61,39
답십리로56길,유흥주점,85065899,898,35,65,559,339,0,12,88,76,24
답십리로60길,한식,471203654,22230,27,73,16994,5236,1,43,56,69,31
답십리로60길,분식,22738242,2745,12,88,2451,294,7,46,47,39,62
답십리로60길,패스트푸드점,60000000,2056,47,54,1103,953,-1,36,65,60,40
답십리로60길,닭/오리요리,13195171,375,39,61,233,142,-1,0,101,72,28
답십리로60길,커피점/카페,10070609,1204,26,74,893,311,6,86,8,41,59
답십리로60길,유흥주점,127589308,5496,24,76,4165,1331,0,34,66,69,31
답십리로63길,한식,573493804,12528,37,63,8221,4307,0,26,74,68,32
답십리로63길,닭/오리요리,56952137,2095,34,66,1372,723,0,1,99,66,34
답십리로63길,유흥주점,24837876,685,34,67,456,229,0,0,100,70,30
답십리로64길,한식,476943927,20930,21,79,15478,5452,1,39,60,67,33
답십리로64길,분식,36150788,2463,12,88,2144,319,3,39,58,70,30
답십리로64길,닭/오리요리,155494386,8297,33,67,5598,2699,1,10,89,49,51
답십리로64길,제과제빵떡케익,71454837,8036,5711,71,5711,2325,15,30,55,46,54
답십리로64길,커피점/카페,7980829,1586,11,89,1413,173,37,55,8,30,70
답십리로64길,유흥주점,268256884,13703,15,86,12417,1286,-1,39,62,55,45
답십리로68길,한식,333528680,7956,15,85,6355,1601,2,54,44,58,42
답십리로68길,중식,8023166,535,30,70,372,163,1,56,43,70,30
답십리로68길,일식/수산물,178206277,1671,1144,69,1144,527,2,1,97,68,32
답십리로68길,분식,45220446,3216,30,70,2251,965,5,22,73,55,45
답십리로68길,닭/오리요리,41694798,1448,43,57,827,621,1,3,96,61,39
답십리로68길,제과제빵떡케익,24290178,3208,2482,77,2482,726,7,31,62,43,57
답십리로68길,커피점/카페,130011077,19435,29,71,13627,5808,19,43,38,51,49
답십리로68길,유흥주점,84101754,2808,26,74,1739,1069,1,0,99,68,32
답십리로69길,한식,1031983159,44247,19,81,33159,11088,1,52,47,59,41
답십리로69길,일식/수산물,43383979,1421,926,64,926,495,0,45,55,57,43
답십리로69길,분식,69017427,6050,13,87,4756,1294,11,65,24,52,48
답십리로69길,패스트푸드점,100023282,3861,38,62,2336,1525,0,33,67,53,47
답십리로69길,닭/오리요리,95427769,2342,33,67,1579,763,1,6,93,47,54
답십리로69길,제과제빵떡케익,266741039,30971,22531,78,22531,8440,22,47,31,31,69
답십리로69길,커피점/카페,212266453,25044,30,70,17321,7723,10,58,32,41,59
답십리로69길,유흥주점,22225237,487,27,74,349,138,0,0,100,45,55
답십리로72길,한식,672453814,14299,32,68,9447,4852,1,29,70,61,39
답십리로72길,중식,154799746,8196,38,62,5092,3104,1,62,37,62,38
답십리로72길,분식,7147543,718,14,86,622,96,0,51,49,51,49
답십리로72길,커피점/카페,64674176,9741,26,74,6849,2892,18,69,13,36,64
답십리로72길,유흥주점,151754267,4238,37,63,2779,1459,0,2,98,67,33
망우로18가길,한식,59243644,6688,22,78,5262,1426,0,56,44,56,44
망우로18가길,일식/수산물,65010175,6038,5240,87,5240,798,0,52,48,54,46
망우로18가길,양식,8186870,1484,2,98,1456,28,5,66,29,58,42
망우로18가길,분식,99196999,15761,18,82,12041,3720,3,51,46,60,40
망우로18가길,패스트푸드점,43242366,6704,29,71,4952,1752,0,31,69,56,45
망우로18가길,커피점/카페,55862932,19688,24,76,15573,4115,12,58,30,53,47
망우로18가길,유흥주점,62856599,2731,23,77,2102,629,-1,0,101,65,35
망우로18길,한식,960637354,44532,22,78,34797,9735,1,49,50,64,36
망우로18길,분식,110024215,5897,25,75,4376,1521,0,48,52,64,36
망우로18길,패스트푸드점,43327453,5124,33,68,3824,1300,3,44,53,55,45
망우로18길,닭/오리요리,63893085,3931,31,70,2745,1186,-1,1,100,69,31
망우로18길,커피점/카페,216684149,28163,29,72,20858,7305,7,58,35,44,56
망우로18길,유흥주점,379333125,9069,32,68,6102,2967,0,0,100,72,29
망우로21길,한식,868051137,30559,29,71,21504,9055,3,50,47,62,38
망우로21길,중식,9019702,251,0,100,251,0,0,51,49,78,22
망우로21길,일식/수산물,48993788,774,625,81,625,149,0,0,100,59,41
망우로21길,양식,561031026,23368,33,67,15591,7777,-1,45,56,55,45
망우로21길,분식,227437277,26565,30,70,18523,8042,16,37,47,57,43
망우로21길,커피점/카페,119089984,31999,31,69,22125,9874,16,56,28,41,59
망우로21길,유흥주점,28464135,958,28,72,689,269,0,0,100,71,29
무학로16길,한식,190966018,9681,5,95,9155,526,1,85,14,67,33
무학로16길,중식,91874395,4645,30,70,3266,1379,0,68,32,66,34
무학로45길,한식,235022764,6551,7,93,5979,572,3,63,34,76,25
사가정로13길,한식,579158285,16917,29,71,12066,4851,2,39,59,58,42
사가정로13길,중식,435498759,17391,42,58,10642,6749,1,53,46,63,38
사가정로13길,일식/수산물,26294354,546,407,74,407,139,0,2,98,64,36
사가정로13길,분식,97817958,11370,22,79,8416,2954,15,54,31,37,63
사가정로13길,패스트푸드점,122698815,21034,17,83,15873,5161,20,41,39,31,69
사가정로13길,제과제빵떡케익,237581191,21177,16045,84,16045,5132,18,52,30,38,62
사가정로13길,커피점/카페,79491328,13597,29,71,9299,4298,17,56,27,38,62
사가정로13길,유흥주점,264463053,9019,33,67,6008,3011,-1,3,98,60,40
사가정로23가길,한식,506953826,12999,28,72,9449,3550,2,39,59,60,40
사가정로23가길,양식,90561931,9297,33,67,6318,2979,4,56,40,50,50
사가정로23가길,분식,151111342,15573,35,65,10129,5444,4,41,55,44,56
사가정로23가길,닭/오리요리,36016898,1386,42,58,803,583,0,1,99,61,39
사가정로23가길,커피점/카페,109457209,19479,33,67,13141,6338,14,50,36,43,57
사가정로23가길,유흥주점,41414070,1155,35,65,745,410,0,0,100,67,33
서울시립대로16길,한식,81731374,1674,27,73,1166,508,-1,16,85,63,37
서울시립대로29길,한식,260307059,8969,27,73,6677,2292,3,43,54,72,28
서울시립대로29길,분식,687824283,80744,23,77,62136,18608,0,41,59,57,43
서울시립대로29길,닭/오리요리,94436773,2961,29,71,1987,974,1,2,97,72,28
서울시립대로29길,커피점/카페,11577686,2273,14,86,1967,306,19,75,6,48,52
서울시립대로4길,한식,661798606,24336,24,76,18187,6149,3,61,36,63,37
서울시립대로4길,분식,351270768,18826,30,70,13732,5094,7,33,60,52,48
서울시립대로4길,닭/오리요리,6234590,385,42,58,227,158,-1,48,53,63,37
서울시립대로4길,커피점/카페,247102515,38260,43,57,22884,15376,15,57,28,31,69
서울시립대로4길,유흥주점,36298173,924,39,61,578,346,2,2,96,66,35
약령시로17길,한식,446656724,14389,38,62,9658,4731,3,55,42,58,42
약령시로17길,중식,63299394,977,42,58,559,418,0,8,92,59,41
약령시로17길,분식,51238524,3147,12,88,2531,616,2,59,39,72,28
약령시로17길,패스트푸드점,21832389,1591,26,74,1413,178,15,41,44,51,50
약령시로17길,닭/오리요리,218696650,8154,31,69,5574,2580,-1,3,98,61,39
약령시로17길,제과제빵떡케익,17079681,2092,1535,71,1535,557,13,38,49,41,59
약령시로17길,커피점/카페,25506293,3504,5,95,3232,272,13,44,43,73,27
약령시로17길,유흥주점,90212732,1875,41,59,752,1123,0,22,78,84,16
왕산로32길,한식,86879581,2408,11,89,2148,260,0,64,36,57,43
왕산로32길,커피점/카페,5531668,106,37,63,65,41,0,0,100,100,0
왕산로32길,유흥주점,18437711,190,20,80,138,52,0,18,82,85,15
왕산로33길,한식,730674604,41007,25,75,25651,15356,0,51,49,79,21
왕산로33길,유흥주점,68307848,1374,36,64,951,423,10,19,71,99,1
왕산로43길,한식,662540739,21613,22,78,15624,5989,2,50,48,64,36
왕산로43길,중식,70740867,3587,40,60,2157,1430,2,63,35,62,39
왕산로43길,분식,92706458,7442,20,80,6006,1436,12,63,25,61,39
왕산로43길,닭/오리요리,168124467,7674,34,67,5029,2645,-1,10,91,56,44
왕산로43길,커피점/카페,17819994,2962,29,71,2092,870,11,38,51,56,44
왕산로43길,유흥주점,126615708,1884,15,85,1702,182,0,1,99,82,18
이문로42길,한식,115618866,4604,45,55,3035,1569,1,12,87,80,20
이문로42길,닭/오리요리,156811765,7574,42,58,4414,3160,0,11,89,49,51
이문로42길,제과제빵떡케익,114151778,14407,10634,73,10634,3773,6,29,65,36,64
장한로14길,한식,921426928,24151,26,74,17349,6802,6,45,49,70,30
장한로14길,중식,143715491,7736,33,67,5206,2530,6,45,49,64,36
장한로14길,일식/수산물,64235951,503,416,83,416,87,0,9,91,74,26
장한로14길,양식,3000000,215,0,100,215,0,-1,101,0,39,61
장한로14길,분식,3185494,198,10,90,178,20,0,100,0,68,32
장한로14길,제과제빵떡케익,31172268,3736,2960,79,2960,776,16,33,51,57,43
장한로14길,커피점/카페,19117211,3268,9,91,2986,282,30,59,11,44,56
장한로14길,유흥주점,141341579,4125,26,74,2710,1415,0,0,100,70,30
장한로25길,한식,740832049,30517,20,80,26579,3938,1,62,37,64,36
장한로25길,중식,44377183,2250,44,56,1259,991,2,65,33,64,36
장한로25길,커피점/카페,21821331,3383,9,91,3081,302,6,88,6,31,69
장한로25길,유흥주점,42203218,1180,41,59,718,462,0,1,99,71,29
장한로26가길,한식,1234192560,24257,38,62,15973,8284,3,28,69,63,37
장한로26가길,일식/수산물,31505755,910,823,91,823,87,-1,38,63,57,43
장한로26가길,분식,70486174,6948,19,81,5599,1349,10,33,57,59,41
장한로26가길,유흥주점,204701442,4733,22,78,3426,1307,2,0,98,63,37
장한로26길,한식,895001605,32739,34,66,21902,10837,5,40,55,60,41
장한로26길,일식/수산물,24000000,1577,1031,65,1031,546,0,49,51,43,57
장한로26길,양식,66044134,3982,33,67,2640,1342,-1,55,46,58,42
장한로26길,분식,141716532,15078,35,65,9761,5317,22,33,45,46,54
장한로26길,커피점/카페,82637200,11559,33,68,7788,3771,20,40,40,42,58
장한로26길,유흥주점,208814115,5099,36,64,3386,1713,0,0,100,54,47
장한로27가길,한식,541738715,15691,33,68,10562,5129,-1,52,49,57,43
장한로27가길,중식,38986123,2751,32,68,1872,879,1,60,39,70,30
장한로27가길,양식,200688231,11471,18,82,9449,2022,0,67,33,61,40
장한로27가길,분식,57020215,3905,35,65,2522,1383,1,33,66,58,42
장한로27가길,유흥주점,113993855,1616,43,57,1187,429,-1,0,101,86,14
장한로27길,한식,521103920,16692,24,76,12924,3768,2,47,51,64,36
장한로27길,일식/수산물,32602113,411,295,72,295,116,1,0,99,65,35
장한로27길,분식,16406110,1437,21,79,1218,219,-1,39,62,66,34
장한로27길,제과제빵떡케익,170261808,16051,10895,68,10895,5156,13,32,55,45,55
장한로27길,커피점/카페,66530487,11661,20,80,9063,2598,14,60,26,42,58
장한로27길,유흥주점,72580326,685,46,54,354,331,6,17,77,72,28
장한로5길,한식,1269000986,35048,13,88,27812,7236,1,60,39,59,42
장한로5길,중식,115213351,5657,29,71,3992,1665,1,62,37,64,36
장한로5길,분식,32323293,2942,8,92,2728,214,5,69,26,49,52
장한로5길,패스트푸드점,13644514,480,46,54,262,218,0,28,72,51,49
장한로5길,닭/오리요리,63944979,3185,39,61,1953,1232,0,15,85,47,53
장한로5길,커피점/카페,149313261,25800,15,85,21741,4059,30,50,20,35,65
장한로5길,유흥주점,95783551,2647,32,69,1788,859,0,1,99,64,36
장한로8길,한식,397350523,14171,18,82,12249,1922,1,56,43,79,21
장한로8길,중식,13879917,987,6,94,923,64,-1,82,19,71,29
장한로8길,일식/수산물,20574233,972,972,100,972,0,-1,98,3,63,37
장한로8길,패스트푸드점,35756232,1033,19,81,840,193,0,39,61,50,50
장한로8길,닭/오리요리,19955552,1221,33,67,819,402,-1,9,92,57,43
장한로8길,커피점/카페,16187902,2434,6,95,2301,133,24,63,13,56,44
장한로8길,유흥주점,55190652,1113,22,78,864,249,1,0,99,67,33
전농로29길,한식,361960763,10058,25,75,6701,3357,0,43,57,58,42
전농로29길,분식,16996854,2991,12,88,2657,334,0,27,73,45,55
전농로29길,패스트푸드점,9016912,432,34,66,282,150,3,14,83,75,26
전농로29길,닭/오리요리,151979963,7272,44,56,4096,3176,-1,14,87,57,44
전농로29길,유흥주점,43318555,1118,14,86,894,224,1,7,92,65,35
전농로3길,한식,1296481735,22789,35,65,14095,8694,-1,34,67,60,40
전농로3길,일식/수산물,13588130,228,166,71,166,62,0,4,96,50,50
전농로3길,분식,3000000,344,3,98,335,9,2,59,39,55,45
전농로3길,닭/오리요리,73483168,3704,36,64,2379,1325,0,10,90,57,43
전농로3길,커피점/카페,226311519,36125,30,70,23633,12492,14,59,27,43,57
전농로4길,한식,727085357,73387,17,83,64848,8539,2,56,42,67,33
전농로4길,중식,124682273,8173,26,74,5714,2459,0,67,33,70,30
전농로4길,분식,935268,208,21,79,164,44,0,58,42,58,42
전농로4길,제과제빵떡케익,19142458,1842,1445,78,1445,397,16,33,51,54,46
전농로4길,유흥주점,86893452,2962,31,69,2047,915,0,0,100,42,58
제기로21길,한식,331156766,7591,39,61,6162,1429,2,70,28,77,23
제기로21길,중식,29629908,2170,24,76,1647,523,2,75,23,72,28
제기로21길,유흥주점,12086172,296,0,100,296,0,0,0,100,83,17
제기로5길,한식,757625669,65931,15,85,59782,6149,4,48,48,65,35
제기로5길,중식,254981302,13175,37,63,8292,4883,4,45,51,68,33
제기로5길,일식/수산물,4010832,354,335,95,335,19,0,62,38,51,49
제기로5길,양식,590620393,38158,17,83,31187,6971,0,52,48,42,58
제기로5길,분식,244563346,26357,21,79,21323,5034,0,62,38,52,48
제기로5길,패스트푸드점,87290918,4300,29,71,2984,1316,1,42,57,59,41
제기로5길,닭/오리요리,127044467,5774,36,64,3662,2112,1,9,90,60,40
제기로5길,커피점/카페,117408400,24637,11,89,20562,4075,3,63,34,40,60
제기로5길,유흥주점,50614784,4656,32,68,3318,1338,0,27,73,58,42
천장산로7길,한식,429684303,40897,18,82,31799,9098,3,64,33,56,44
천장산로7길,중식,90375867,4142,33,67,2750,1392,1,60,39,61,40
천장산로7길,양식,67287456,2632,5,95,2417,215,-1,59,42,37,63
천장산로7길,분식,211001399,20808,17,83,16939,3869,13,56,31,55,45
천장산로7길,제과제빵떡케익,221270554,34860,26153,75,26153,8707,21,45,34,40,60
천장산로7길,커피점/카페,484935247,86437,19,81,70366,16071,10,66,24,50,50
천호대로12길,한식,63108321,3953,6,94,3540,413,0,65,35,84,16
천호대로12길,커피점/카페,400121567,34302,0,100,34302,0,41,55,4,58,42
천호대로17길,한식,2903428191,99076,14,86,78400,20676,4,66,30,62,38
천호대로17길,중식,40949600,2702,13,87,2374,328,1,80,19,74,26
천호대로17길,분식,106351259,6759,19,81,5477,1282,-1,80,21,57,43
천호대로17길,패스트푸드점,304942791,41081,27,73,30088,10993,6,54,40,55,45
천호대로17길,제과제빵떡케익,366468239,58910,43178,73,43178,15732,35,45,20,40,60
천호대로17길,커피점/카페,22477549,3863,5,95,3702,161,24,75,1,44,56
천호대로77길,한식,100203370,4932,4,96,4693,239,2,86,12,72,28
천호대로77길,분식,13202091,1195,7,93,1110,85,11,71,18,71,29
천호대로77길,커피점/카페,59077275,6914,27,73,5044,1870,3,71,26,31,69
천호대로97길,한식,104087013,3594,14,87,3124,470,21,74,5,81,19
천호대로97길,중식,4673285,346,15,86,296,50,-1,61,40,83,17
한천로14길,한식,1868482937,63595,23,77,45668,17927,5,43,52,66,34
한천로14길,중식,89325374,4521,38,62,2804,1717,1,55,44,71,29
한천로14길,패스트푸드점,36479893,1495,40,60,892,603,-1,19,82,59,41
한천로14길,닭/오리요리,39613864,1814,35,65,1195,619,0,13,87,53,47
한천로14길,커피점/카페,51274624,7999,28,73,5484,2515,3,68,29,55,45
한천로14길,유흥주점,183280535,4236,21,79,3171,1065,0,2,98,73,27
한천로33길,한식,211590310,8068,27,73,5981,2087,0,34,66,57,43
한천로33길,분식,90555733,8442,18,82,6265,2177,8,48,44,54,46
한천로33길,제과제빵떡케익,229629749,25410,18754,74,18754,6656,17,38,45,42,58
한천로33길,커피점/카페,88654392,11939,22,78,8165,3774,7,58,35,35,65
한천로40길,한식,1048151583,43227,23,77,30579,12648,4,28,68,63,37
한천로40길,중식,13494885,730,49,51,374,356,-1,75,26,72,28
한천로40길,분식,11289928,741,21,79,583,158,27,46,27,52,48
한천로40길,패스트푸드점,60183914,4443,45,55,2402,2041,0,27,73,53,47
한천로40길,닭/오리요리,32383523,1528,32,68,969,559,1,10,89,59,41
한천로40길,커피점/카페,15345485,1867,38,62,1170,697,13,57,30,39,61
한천로40길,유흥주점,150014498,4085,37,63,2633,1452,0,2,98,69,31
한천로46길,한식,352306468,19117,26,74,13282,5835,1,56,43,58,42
한천로46길,중식,23478656,1341,31,69,925,416,0,67,33,69,31
한천로46길,분식,40361281,5960,17,83,5118,842,12,46,42,50,50
한천로46길,닭/오리요리,89064446,4290,36,64,2856,1434,0,1,99,63,37
한천로46길,제과제빵떡케익,261340579,35427,23666,67,23666,11761,12,39,49,43,57
한천로46길,커피점/카페,18802548,2525,37,63,1590,935,13,66,21,45,55
한천로46길,유흥주점,32054537,762,30,70,529,233,-1,0,101,66,34
휘경로14길,한식,135258009,5984,22,78,4737,1247,2,48,50,64,36
휘경로14길,분식,10226066,516,23,77,396,120,7,75,18,86,14
휘경로14길,닭/오리요리,17402753,1122,40,60,662,460,0,6,94,65,36
휘경로14길,커피점/카페,23999564,4296,36,64,2759,1537,0,59,41,54,46
휘경로14길,유흥주점,58036987,1077,15,86,912,165,0,3,97,74,26
휘경로23길,분식,27606754,1420,22,78,1111,309,0,72,28,73,27
휘경로23길,닭/오리요리,17481664,743,37,63,434,309,-1,9,92,62,38
휘경로2길,한식,2625430753,158408,29,72,120713,37695,2,30,68,59,41
휘경로2길,중식,267767443,20015,18,82,17904,2111,1,44,55,46,54
휘경로2길,일식/수산물,266205686,18502,15737,81,15737,2765,0,57,43,48,52
휘경로2길,양식,374316593,29150,24,76,22647,6503,1,58,41,49,51
휘경로2길,분식,642866559,74926,20,80,59652,15274,0,45,55,42,58
휘경로2길,패스트푸드점,423767713,54941,31,69,41484,13457,5,44,51,42,58
휘경로2길,닭/오리요리,148476255,11410,27,73,8376,3034,0,28,72,64,36
휘경로2길,커피점/카페,615695377,120249,20,81,95763,24486,6,56,38,38,62
휘경로2길,유흥주점,544393149,18636,30,71,13522,5114,0,7,93,58,42
휘경로3길,한식,982463736,53631,19,82,43301,10330,1,37,62,62,38
휘경로3길,중식,543904330,19578,28,73,13378,6200,0,42,58,63,37
휘경로3길,일식/수산물,366465022,13722,9502,69,9502,4220,0,38,62,53,47
휘경로3길,양식,37267299,1075,38,62,682,393,-1,0,101,67,33
휘경로3길,분식,161791032,15866,29,71,12024,3842,9,40,51,54,46
휘경로3길,패스트푸드점,158601678,23000,29,71,16366,6634,4,38,58,55,45
